vid,VKE lsit,GPT isVisual Label,GPT + Keywords isVisual Label
,"Visual Key Event 5(visual): The host removes the engine covers and preps them for powder coating, making sure to clearly indicate which parts should be painted and which should be masked.",T,T
,Visual Key Event 6(non-visual): The host mentions that the crankcase and valve cover are prepped for painting and will be taken to the painter the next day.,F,F
,"Visual Key Event 7(non-visual): The host discusses the preparation of the tank for painting, expressing excitement about the outcome and revealing the chosen color, Mazda sunlight silver.",F,F
,"Visual Key Event 8(non-visual): The host takes the engine covers to a powder coating company and the tank to an auto body shop, mentioning that the finished parts will be shown in the next episode.",F,F
,"Visual Key Event 9(non-visual): The host introduces an ultrasonic cleaner purchased from Amazon, explaining how it works and expressing hope that it will save time in cleaning small parts.",F,F
,Visual Key Event 10(non-visual): The host expresses skepticism about the quality of the ultrasonic cleaner due to poorly translated instructions.,F,F
,Visual Key Event 11(visual): The host fills the ultrasonic cleaner with a cleaning solution and prepares to test it on the crankcase and valve cover bolts.,T,T
,Visual Key Event 12(non-visual): The host sets the temperature and timer on the ultrasonic cleaner and waits for it to heat up.,F,F
,Visual Key Event 13(visual): The host discovers that the ultrasonic cleaner has broken after only 20 minutes of use.,T,T
,"Visual Key Event 14(visual): Despite the cleaner breaking, the host checks the parts and is impressed with the cleaning results.",T,T
,"Visual Key Event 15(non-visual): The host shows the cleaned bolts and expresses disappointment that the cleaner broke, but plans to buy a better quality one due to the effectiveness of the cleaning.",F,F
,"Visual Key Event 16(visual): The host unboxes new parts that have arrived, excluding the Cognito moto triple tree which has not yet arrived.",T,T
,"Visual Key Event 17(non-visual): The host concludes the episode, thanking viewers and teasing the next episode where painted parts will be returned and a mock assembly of the front end will be done.",F,F
R_DwQGqzNg0.txt
,Visual Key Event 1(non-visual): The speaker discusses their enjoyment of sponsored videos and the creative solutions they can provide.,F,F
,"Visual Key Event 2(non-visual): The speaker mentions past projects they've enjoyed, including a community's penalty minutes and a chocolate-themed project.",F,F
,"Visual Key Event 3(non-visual): The speaker discusses the benefits of working with brands, including access to resources, people, and locations.",F,F
,Visual Key Event 4(non-visual): The speaker talks about their preference for projects that allow them to get out of the studio and mentions a recent project for Android.,F,F
,"Visual Key Event 5(non-visual): The speaker recounts a recent project where they filmed an Indian wedding in London, emphasizing the unique experiences such projects provide.",F,F
,Visual Key Event 6(non-visual): The speaker discusses the positive reactions they receive for their work and the importance of transparency in their process.,F,F
,Visual Key Event 7(non-visual): The speaker reflects on their journey over the past five or six years and their initial interest in entertainment.,F,F
,"Visual Key Event 8(non-visual): The speaker discusses their approach to performance and their preference for natural, friend-to-friend communication.",F,F
,"Visual Key Event 9(non-visual): The speaker talks about the intimate, friendly atmosphere on set and how the camera becomes a ""fifth friend.""",F,F
,Visual Key Event 10(non-visual): The speaker discusses the in-jokes and references that make their videos unique and engaging for their audience.,F,F
,"Visual Key Event 11(non-visual): The speaker reflects on the importance of maintaining their unique, friendly approach to their work.",F,F
,"Visual Key Event 12(non-visual): The speaker discusses their approach to creating content, including their willingness to experiment and their enjoyment of all types of food.",F,F
,"Visual Key Event 13(non-visual): The speaker discusses the process of testing and refining recipes, emphasizing the importance of experimentation.",F,F
,"Visual Key Event 14(non-visual): The speaker recounts their attempts to perfect a recipe, emphasizing the iterative nature of the process.",F,F
,"Visual Key Event 15(non-visual): The speaker discusses their approach to filming, including their preference for a small, intimate crew.",F,F
,"Visual Key Event 16(non-visual): The speaker discusses their approach to editing, including their preference for editing on the go and their process for managing different types of content.",F,F
,"Visual Key Event 17(non-visual): The speaker discusses their approach to managing content, including their use of real-time content on social media and their process for editing and releasing longer-form content.",F,F
,"Visual Key Event 18(non-visual): The speaker discusses their preference for a small, intimate crew and their past experiences with larger crews.",F,F
,"Visual Key Event 19(non-visual): The speaker concludes their discussion, emphasizing the importance of maintaining an intimate, friendly atmosphere in their work.",F,F
dVPZF7nFafQ.txt
,Visual Key Event 1(non-visual): Richard and the host discuss the recent developments in the war against Isis in Iraq.,F,F
,Visual Key Event 2(visual): The host describes the location of their broadcast from Erbil in northern Iraq and the ongoing fight against Isis in Mosul.,T,F
,Visual Key Event 3(visual): The host explains the role of the American troops in the battle against Isis and the potential implications of the end of Isis in Mosul.,T,F
,Visual Key Event 4(visual): The host recounts the history of Isis's invasion of Mosul and the subsequent failure of the Iraqi army and police.,T,F
,Visual Key Event 5(visual): The host describes the establishment of the Islamic state by Isis and their declaration of Mosul as their territory.,T,F
,Visual Key Event 6(visual): The host discusses the return of American troops to Iraq and their mission to train and equip the Iraqi army.,T,F
,"Visual Key Event 7(visual): The host describes the intense battle for Mosul, with Isis using various tactics to hold their ground.",T,F
,"Visual Key Event 8(visual): The host describes the aftermath of the battle for Mosul, with the city in ruins and its people suffering.",T,F
,Visual Key Event 9(non-visual): The host questions whether the end of Isis in Mosul brings the US any closer to ending its commitment in Iraq.,F,F
,Visual Key Event 10(visual): The host recounts the rise of Isis and their declaration of a caliphate from the grand on nuri mosque in Mosul.,T,F
,Visual Key Event 11(visual): The host interviews Colonel Patrick Work about the ongoing battle against Isis in Mosul.,T,F
,Visual Key Event 12(visual): The host joins a unit from the Iraqi army to witness the fight against Isis up close.,T,T
,"Visual Key Event 13(visual): The host describes the difficult situation faced by the Iraqi soldiers, who are under attack by some of the very people they're trying to rescue.",T,F
,Visual Key Event 14(non-visual): The host attends a meeting where the senior Iraqi general is urging his commanders to push harder in the fight against Isis.,F,F
,Visual Key Event 15(non-visual): The host discusses with Colonel Work about the challenges faced by the Iraqi soldiers in distinguishing between insurgents and civilians.,F,F
,Visual Key Event 16(non-visual): The host questions the military benefit of Isis using women and children as cover.,F,F
,Visual Key Event 17(visual): The host questions the extent of devastation caused by the so-called precision fire.,T,F
,Visual Key Event 18(non-visual): The host discusses the responsibility of Isis for the destruction of Mosul.,F,F
,Visual Key Event 19(non-visual): The host discusses the role of American servicemen in the fight against Isis in Mosul.,F,F
,Visual Key Event 20(non-visual): The host discusses the ongoing commitment of the US to help Iraq in its fight against Isis.,F,F
,Visual Key Event 21(non-visual): The host questions when the US's commitment to Iraq will finally end.,F,F
,"Visual Key Event 22(non-visual): The host discusses the uncertainty surrounding the whereabouts of the Isis leader, Abu Bakr al-baghdadi.",F,F
X12nWy9hpHs.txt
,"Visual Key Event 1(non-visual): The speaker and Kate decide to make pancakes, and the speaker considers including a cinematic clip in the video.",F,F
,"Visual Key Event 2(visual): The speaker and Kate start making pancakes, with the speaker claiming to be the pancake master.",T,T
,"Visual Key Event 3(visual): The speaker and Kate continue making pancakes, with the second pancake getting burnt.",T,T
,Visual Key Event 4(non-visual): The speaker and Kate discuss a hypothetical fight scenario involving duck-sized horses and a horse-sized duck.,F,F
,Visual Key Event 5(non-visual): The speaker asks the viewers to comment on their choice in the hypothetical fight scenario.,F,F
,Visual Key Event 6(visual): The speaker and Kate start making an omelette.,T,T
,"Visual Key Event 7(visual): The speaker and Kate continue making the omelette, with the speaker joking about Kate's cooking skills.",T,T
,"Visual Key Event 8(visual): The speaker and Kate finish cooking and present their food, including pancakes, strawberries, and an omelette.",T,T
,"Visual Key Event 9(visual): The speaker and Kate taste their food, with the speaker struggling to find a knife.",T,T
,"Visual Key Event 10(visual): The speaker and Kate continue eating their food, with the speaker praising the taste.",T,T
,Visual Key Event 11(non-visual): The speaker and Kate discuss their tiredness and the need to get back to work.,F,F
,Visual Key Event 12(non-visual): The speaker receives a package and expresses excitement to open it.,F,F
,Visual Key Event 13(visual): The speaker opens the package in front of the camera.,T,T
,Visual Key Event 14(visual): The speaker reveals a new camera lens in the package and expresses excitement.,T,T
,"Visual Key Event 15(non-visual): The speaker discusses the advantages of the new lens, including better performance in low light.",F,F
,"Visual Key Event 16(non-visual): The speaker concludes the video, thanking the viewers and expressing hope that they enjoyed the pancake making.",F,F
0Za89cR8mxg.txt
9JTVO2jnfMM.txt
,Visual Key Event 1(non-visual): The speaker introduces herself and explains that she will be discussing her weekly wax melt.,F,F
,"Visual Key Event 2(non-visual): The speaker discusses her first wax melt, Kane Elliot passion fruit Mac Apple cotton candy and french vanilla, and her experience with it.",F,F
,Visual Key Event 3(visual): The speaker shows the clamshell of the wax melt and explains how she used it in her bathroom.,T,T
,"Visual Key Event 4(non-visual): The speaker discusses another wax melt, Stay Puft, and her experience with it.",F,F
,"Visual Key Event 5(non-visual): The speaker discusses another wax melt, Spencer, and her experience with it.",F,F
,"Visual Key Event 6(non-visual): The speaker discusses another wax melt, Amy's pawn coconut and sugar cookies, and her experience with it.",F,F
,"Visual Key Event 7(non-visual): The speaker discusses another wax melt, Fake and bake, and her experience with it.",F,F
,"Visual Key Event 8(non-visual): The speaker discusses another wax melt, Fighting the 13th, and her experience with it.",F,F
,"Visual Key Event 9(non-visual): The speaker discusses another wax melt, Charming, and her experience with it.",F,F
,"Visual Key Event 10(non-visual): The speaker discusses another wax melt, Leonardo, and her experience with it.",F,F
,"Visual Key Event 11(non-visual): The speaker discusses another wax melt, Potion pack, and her experience with it.",F,F
,"Visual Key Event 12(non-visual): The speaker concludes her video, summarizing her experiences with the various wax melts.",F,F
sBeOQl4-jKQ.txt
,"Visual Key Event 1(non-visual): Michaela introduces herself and her plan for the day, which includes going to Walmart to buy a larger size of sweatpants and toilet paper.",F,F
,Visual Key Event 2(visual): Michaela discusses her plan to go to Walmart early in the day to avoid crowds and her concerns about wearing a mask.,T,F
,"Visual Key Event 3(non-visual): Michaela shares her plans for the day, which include working on wood pieces, doing resin art, and cleaning her bathroom.",F,F
,Visual Key Event 4(non-visual): Michaela talks about her plans to download the Sims game and shows the sweatpants she dyed.,F,F
,Visual Key Event 5(visual): Michaela shows the Amazon package she received and the wood pieces she plans to work on.,T,T
,"Visual Key Event 6(visual): Michaela shows her outfit for the day, which includes the sweatshirt she made, Lululemon leggings, Air Force Ones, a fanny pack, and a vintage leather jacket.",T,T
,Visual Key Event 7(non-visual): Michaela discusses her experience shopping for toilet paper and her decision to wear a mask despite concerns about breaking out.,F,F
,Visual Key Event 8(non-visual): Michaela talks about her lunch from Chopped Leaf and her decision to eat it in her car for a change of scenery.,F,F
,Visual Key Event 9(visual): Michaela shows her progress on sanding wood pieces.,T,T
,"Visual Key Event 10(non-visual): Michaela talks about her plans for the day, which include editing a video, playing the Sims, and washing her face.",F,F
,Visual Key Event 11(visual): Michaela shows her process of taping matric Udrih boards and preparing to put resin on them.,T,T
,Visual Key Event 12(non-visual): Michaela talks about her decision not to wear makeup and her plans to work on her shokudo reboard.,F,F
,"Visual Key Event 13(visual): Michaela shows her process of setting up her resin and colors, and the wood pieces she plans to work on.",T,T
,Visual Key Event 14(visual): Michaela shows her process of playing the Sims and her attempt to eat seven olives.,T,T
,Visual Key Event 15(visual): Michaela shows her process of repotting a plant and her hopes that the pebbles she added will prevent mold.,T,T
,"Visual Key Event 16(non-visual): Michaela talks about her day, which included photographing a table and working with plants.",F,F
,Visual Key Event 17(visual): Michaela shows her process of packaging products for Poshmark and writing a note to her buyer.,T,T
,Visual Key Event 18(non-visual): Michaela talks about her decision to dress up as Joe Exotic while on a house party.,F,F
,Visual Key Event 19(non-visual): Michaela talks about her plans to remove her makeup and shower before going to bed.,F,F
,"Visual Key Event 20(non-visual): Michaela talks about her plans for the day, which include going for a hike, bleaching outfits, and posting TikToks.",F,F
,"Visual Key Event 21(visual): Michaela shows her process of doing her hair and makeup, and her plans to work on crafts.",T,T
,Visual Key Event 22(visual): Michaela shows her process of bleaching outfits and her hopes that the bottoms will match her jumper.,T,T
,Visual Key Event 23(non-visual): Michaela talks about her anxiety after drinking Starbucks cold brew.,F,F
aVHdv502hR4.txt
TtA4Txii0us.txt
,"Visual Key Event 1(non-visual): The speaker is waiting outside Lilith's Locks in Manitowoc, preparing for her hair appointment to get dreadlocks.",F,F
,Visual Key Event 2(visual): The speaker shows the process of getting her hair dreaded and decides to leave her bangs out.,T,T
,Visual Key Event 3(visual): The speaker stops at a wayside by the lake to stretch her legs after sitting in the car.,T,T
,Visual Key Event 4(visual): The speaker admires the lobby of a place with a brick floor and plans to get a video of it during her next visit.,T,F
,Visual Key Event 5(visual): The speaker regrets not bringing her tripod and shutter button to capture the skyline of Manitowoc.,T,T
,Visual Key Event 6(non-visual): The speaker discusses the content of the video and mentions that she forgot to take some pictures.,F,F
,Visual Key Event 7(non-visual): The speaker shares her experience of people's reactions to her new hairstyle at a gas station.,F,F
,Visual Key Event 8(visual): The speaker shows a hair tie made out of recycled copper that she got and mentions that she has 44 dreadlocks.,T,T
,Visual Key Event 9(non-visual): The speaker anticipates that it will be difficult to sleep with her new hairstyle but looks forward to the built-in pillow.,F,F
,Visual Key Event 10(non-visual): The speaker concludes the vlog and wishes her viewers happy planting.,F,F
Ac533ZkHD5I.txt
,Visual Key Event 1(non-visual): The speaker introduces the video and explains that she will be doing a large Costco haul due to receiving an unexpected check.,F,F
,"Visual Key Event 2(visual): The speaker shows the meat products she bought, including ground beef and chicken breasts.",T,T
,"Visual Key Event 3(visual): The speaker shows the rotisserie chickens, Nutella with breadsticks, and fruit snacks she bought.",T,T
,"Visual Key Event 4(visual): The speaker shows the Starbucks Frappuccino, Coke Zero, and mayonnaise she bought.",T,T
,"Visual Key Event 5(visual): The speaker shows the croissants, milk, and Angus beef patties she bought.",T,T
,"Visual Key Event 6(visual): The speaker shows the Uncrustables, guacamole, and Kerrygold butter she bought.",T,T
,Visual Key Event 7(visual): The speaker shows the cantaloupes and dishwasher detergent pods she bought.,T,T
,"Visual Key Event 8(visual): The speaker shows the Milano cookies, Hello Panda snacks, and sliced cheese she bought.",T,T
,"Visual Key Event 9(visual): The speaker shows the laundry beads, Duke's sausages, and ranch dressing she bought.",T,T
,"Visual Key Event 10(visual): The speaker shows the vitamins, strawberries, and broccoli she bought.",T,T
,"Visual Key Event 11(visual): The speaker shows the pizzas, romaine lettuce, and eggs she bought.",T,T
,"Visual Key Event 12(visual): The speaker shows the Greek yogurt bars, breakfast burritos, and Mexican blend cheese she bought.",T,T
,Visual Key Event 13(visual): The speaker shows the macaroni and cheese she bought.,T,T
,"Visual Key Event 14(non-visual): The speaker concludes the video, summarizing her purchases and the total cost.",F,F
0fUnuFSl4jo.txt
,Visual Key Event 1(non-visual): Sonya John introduces the video as a collaboration with the 9-yard show and encourages viewers to subscribe to their channel.,F,F
,Visual Key Event 2(non-visual): Sonya and her guest discuss the most frequently asked questions by small YouTubers or YouTube beginners.,F,F
,Visual Key Event 3(non-visual): Sonya announces that she will be doing a shout out for a small YouTuber at the end of the video.,F,F
,Visual Key Event 4(non-visual): The guest speaker discusses the importance of niching down and her personal experience with it on her channel.,F,F
,Visual Key Event 5(non-visual): The guest speaker discusses the importance of having certain apps as a YouTuber.,F,F
,Visual Key Event 6(non-visual): The guest speaker continues to discuss the importance of certain apps for YouTubers.,F,F
,Visual Key Event 7(non-visual): Sonya adds her thoughts on the importance of finding a niche and the apps every YouTuber should have.,F,F
,Visual Key Event 8(non-visual): Sonya recommends certain apps for editing thumbnails and videos.,F,F
,Visual Key Event 9(non-visual): Sonya discusses the best apps for Android users to edit their videos.,F,F
,Visual Key Event 10(non-visual): Sonya gives shout outs to small YouTubers and encourages viewers to subscribe to their channels.,F,F
XTaBAksP1d8.txt
,"Visual Key Event 1(visual): The video starts with a morning routine, including preparing breakfast.",T,T
,"Visual Key Event 2(visual): The family is on their way to church, hoping that their baby, Elizabeth, will fall asleep during the journey.",T,F
,Visual Key Event 3(visual): The mother has to return to the car to feed Elizabeth as the church doesn't have a suitable room available.,T,T
,Visual Key Event 4(visual): The mother anticipates returning to the church in time for the children's story time.,T,T
,Visual Key Event 5(visual): The mother finds a suitable room in the church to feed Elizabeth and socialize.,T,T
,"Visual Key Event 6(visual): The family successfully completes their first day at church with Elizabeth, who behaved well throughout the day.",T,T
,"Visual Key Event 7(visual): The family enjoys a day out at the park, noting the pleasant weather.",T,T
,"Visual Key Event 8(visual): The family returns home, where Elizabeth is changed and ready to relax and watch a movie.",T,T
Y1D9slLijj0.txt
,"Visual Key Event 1(non-visual): James from Guilty Apparel introduces the topic of the video, discussing the challenges faced due to the coronavirus pandemic.",F,F
,"Visual Key Event 2(visual): James recounts the issues faced during a pre-order sale, including warehouse shutdowns and shipping delays.",T,F
,Visual Key Event 3(non-visual): James shares his decision to not work with the problematic shipping company again.,F,F
,Visual Key Event 4(non-visual): James discusses the stress of delayed deliveries and his commitment to over-delivering when it comes to Guilty Apparel.,F,F
,"Visual Key Event 5(visual): James describes the process of organizing and counting the newly arrived stock, leading to sleepless nights.",T,F
,Visual Key Event 6(non-visual): James discusses the additional pressure of organizing new item samples and the financial constraints of buying in bulk.,F,F
,Visual Key Event 7(non-visual): James reflects on the financial limitations of the business and the need to return to basics.,F,F
,Visual Key Event 8(non-visual): James shares the emotional toll of the workload and the feeling of wanting to quit.,F,F
,Visual Key Event 9(non-visual): James shares his realization about the importance of consistency and avoiding burnout.,F,F
,Visual Key Event 10(non-visual): James advises on the importance of balance in life and not letting one aspect take over.,F,F
,Visual Key Event 11(non-visual): James concludes the video by sharing the lessons learned from the coronavirus pandemic and his plans for Guilty Apparel.,F,F
vFmSrHcm1_0.txt
,"Visual Key Event 1(non-visual): The speaker, a Rabbi, is introduced and begins his speech, joking about the remaining time from the previous speaker.",F,F
,"Visual Key Event 2(non-visual): The Rabbi calls for unity among different religious groups for the sake of Jerusalem and Israel, quoting from the prophet Isaiah.",F,F
,"Visual Key Event 3(non-visual): The Rabbi discusses the history of Jerusalem, highlighting its desolation and the exclusion of Jews.",F,F
,"Visual Key Event 4(non-visual): The Rabbi speaks about the miracles and prophecies that have come to pass in recent times, including the rebuilding of Jerusalem.",F,F
,Visual Key Event 5(non-visual): The Rabbi talks about the miracle of Jewish-Christian brotherhood and how it has led to the gifting of the Land of Israel and Jerusalem to the Jews.,F,F
,Visual Key Event 6(non-visual): The Rabbi reflects on the surprising dissolution of enmity between Christians and Jews after the Holocaust and the return of Jews to Israel.,F,F
,"Visual Key Event 7(non-visual): The Rabbi emphasizes that the gift of Israel and Jerusalem is irrevocable, despite the resurgence of anti-Semitism.",F,F
,Visual Key Event 8(non-visual): The Rabbi discusses the task of combating the denial of Israel's connection to the land of Israel.,F,F
,"Visual Key Event 9(non-visual): The Rabbi quotes from Isaiah, emphasizing the importance of unity among Jews and Gentiles for the prosperity of Israel.",F,F
,Visual Key Event 10(non-visual): The Rabbi praises a Christian bishop for his efforts in promoting love for Israel and friendship with Jews.,F,F
,"Visual Key Event 11(non-visual): The Rabbi thanks the audience for their presence, calling them soldiers in the Army of God and part of the process for peace in Israel.",F,F
,Visual Key Event 12(non-visual): The Rabbi concludes his speech by expressing hope for the future and saluting the Christians present.,F,F
L7Qp33o5128.txt
A89U0coZkg4.txt
,"Visual Key Event 1(non-visual): The speaker and his team are digging and searching for something, possibly treasure.",F,F
,"Visual Key Event 2(visual): The speaker and his team find something interesting, possibly a relic or artifact.",T,T
,"Visual Key Event 3(visual): The speaker and his team continue their search, using a metal detector and finding more items.",T,T
,"Visual Key Event 4(visual): The speaker and his team find something significant, possibly a gold ring with a sovereign in it.",T,T
,"Visual Key Event 5(visual): The speaker and his team examine their find, a gold coin over a chain from 1893.",T,T
,"Visual Key Event 6(non-visual): The speaker reflects on the significance of their find, highlighting it as a major event in their treasure hunting journey.",F,F
,"Visual Key Event 7(non-visual): The speaker concludes their search for the day, promising to show the finds, especially the gold coin, at home.",F,F
,"Visual Key Event 8(visual): The speaker and his team plan a prank on a friend, involving their finds from the day.",T,T
,"Visual Key Event 9(visual): The speaker and his team execute their prank, surprising their friend with the gold ring coin among other items.",T,T
,"Visual Key Event 10(non-visual): The speaker concludes the video, asking viewers to share their reactions and promising more content in the next video.",F,F
nFMunlQ4ZrM.txt
,"Visual Key Event 1(non-visual): Patrick James introduces the topic of the video, which is about tips to get a chiseled jawline.",F,F
,"Visual Key Event 2(non-visual): Patrick explains that some of the tips will have instant effects, while others will take some time.",F,F
,"Visual Key Event 3(visual): Patrick demonstrates the first tip, which is to chew more gum to work out the masseter muscle for a stronger jawline.",T,T
,"Visual Key Event 4(visual): Patrick demonstrates the second tip, which is to pay attention to tongue positioning in the mouth for a more defined jawline.",T,T
,Visual Key Event 5(non-visual): Patrick summarizes the first two tips and introduces the next three tips.,F,F
,"Visual Key Event 6(visual): Patrick explains and demonstrates the third tip, which is to shape the beard in a way that makes the jaw look stronger.",T,F
,Visual Key Event 7(visual): Patrick continues to explain how shaping the beard can create an optical illusion of a sharper jawline.,T,T
,"Visual Key Event 8(non-visual): Patrick introduces the fourth tip, which is to reduce salt intake to prevent bloating and puffiness in the face.",F,F
,Visual Key Event 9(visual): Patrick explains how reducing salt intake can make the face and jawline look more defined.,T,F
,"Visual Key Event 10(non-visual): Patrick introduces the fifth tip, which is to maintain a good overall diet and exercise routine for a more defined face and jawline. He concludes the video by emphasizing the social benefits of a stronger jawline.",F,F
CsQ2TJ8RpJE.txt
,"Visual Key Event 1(non-visual): The speaker introduces the video as a wrap-up of his first year of metal detecting, which started in September 2015.",F,F
,"Visual Key Event 2(visual): The speaker shows his collection of pull tabs, large iron items, keys, and scrap metal, including brass and aluminum.",T,T
,"Visual Key Event 3(visual): The speaker presents his collection of gold and silver items, including a 1954 Gold class ring, silver chains, and rings.",T,T
,"Visual Key Event 4(visual): The speaker displays his collection of silver coins, including war nickels, Washington's, Rosie's, mercs, barbers, and Canadian Silver's.",T,T
,"Visual Key Event 5(visual): The speaker shows his collection of U.S. coinage, including wheats, Jeffersons, buffaloes, V Nickels, presidentials, and a clipped planchet 66 Memorial.",T,T
,"Visual Key Event 6(visual): The speaker presents his collection of foreign coins, including a George the fifth 1915 large cent and a Japanese cash coin from the 1700s.",T,T
,"Visual Key Event 7(visual): The speaker displays his collection of tokens, including good for tokens, transit tokens, play money, and Washington state tax tokens.",T,T
,"Visual Key Event 8(visual): The speaker shows his military finds, including buttons, a Northwest Mounted Police badge, a quartermaster Corps hat badge, a rifleman horn, a veterinarian Corps, a Marine Lance Corporal pin, and a World War one horse bridle rosette.",T,T
,"Visual Key Event 9(visual): The speaker presents his collection of bullets, including a full stripper clip of 3003 paper bullet blanks, a World War one military tent rope tensioner, and a pile of 45 70s.",T,T
,"Visual Key Event 10(visual): The speaker shows his collection of relics, including musical instrument pieces, an 1800 opium pipe, a novelty mandolin tape measure, hem weights, lock things, pocket knives, buckles, pins, cuff links, jewelry, Boy Scouts and Girl Scouts items, and non-military buttons.",T,T
,"Visual Key Event 11(visual): The speaker displays his collection of dog tags, presidential campaign items, junk rings, and toys, including cap guns, motorcycles, lead soldiers, marbles, a toy pipe, Monopoly pieces, a Cinderella plate, a toy 3-ball, a Boy Scout piggy bank, a porcelain rocking horse, Tootsie toys, and junk cars.",T,T
,"Visual Key Event 12(non-visual): The speaker concludes the video, promising to return next year.",F,F
byPcWUlWiYI.txt
ri4oacr-ZWs.txt
,"Visual Key Event 1(non-visual): Al Maloney introduces herself and her channel, asking viewers to subscribe and turn on notifications.",F,F
,"Visual Key Event 2(non-visual): Al discusses the topic of the video, which is a sale she took advantage of, and mentions that she will include prices on the screen.",F,F
,"Visual Key Event 3(visual): Al reveals the first item she bought, a long maxi dress from a boutique in Pune, and describes its features.",T,T
,"Visual Key Event 4(visual): Al shows the second item, an olive green bomber jacket from Lulu and Skye, and explains why she likes bomber jackets.",T,T
,"Visual Key Event 5(visual): Al presents the third item, a grey dress from Coos, and suggests how it could be styled.",T,T
,"Visual Key Event 6(visual): Al displays the fourth item, a green and white gingham print dress from Coos, and discusses its features.",T,T
,Visual Key Event 7(visual): Al talks about the fit of the dress and her plans to alter it.,T,T
,"Visual Key Event 8(visual): Al shows the fifth item, a golden bag from Forever New, and shares her tips for buying bags from the brand.",T,T
,"Visual Key Event 9(visual): Al presents the sixth item, a blue bag from Forever New, and discusses its features.",T,T
,"Visual Key Event 10(visual): Al reveals the final item, a brick-colored bag from 4JD, and demonstrates how it opens.",T,T
,"Visual Key Event 11(visual): Al starts the try-on portion of the video, showing how each item looks when worn.",T,T
,"Visual Key Event 12(non-visual): Al concludes the video, asking viewers to comment their favorite item and subscribe to her channel.",F,F
qEceucYcKWM.txt
,"Visual Key Event 1(non-visual): The artist introduces the concept of the painting, inspired by the elegance of swans gliding across water.",F,F
,"Visual Key Event 2(visual): The artist sketches the concept, incorporating curving lines reminiscent of a swan's neck.",T,T
,"Visual Key Event 3(non-visual): The artist discusses the color scheme for the painting, planning to use vibrant magenta and a green background.",F,F
,Visual Key Event 4(visual): The artist completes the line work and begins adding color to the painting.,T,T
,"Visual Key Event 5(non-visual): The artist discusses lifestyle changes they've made to increase productivity, such as waking up earlier and eating healthier.",F,F
,"Visual Key Event 6(non-visual): The artist reflects on their progress and sets goals for the future, aiming to improve their painting skills.",F,F
,"Visual Key Event 7(visual): The artist evaluates the painting's progress, noting the bright colors and anticipating the addition of the background color.",T,F
,Visual Key Event 8(visual): The artist begins adding color to the background and expresses doubts about the minimal approach.,T,T
,Visual Key Event 9(visual): The artist finishes up the patterns on the character and adds more patterning to the background.,T,T
,"Visual Key Event 10(non-visual): The artist reflects on their feelings about the painting, expressing satisfaction with the patterns but uncertainty about the colors.",F,F
,"Visual Key Event 11(visual): The artist completes the painting, adding more patterns to the background and finishing the character.",T,T
,"Visual Key Event 12(non-visual): The artist reflects on their progress and sets goals for the future, aiming to improve their painting skills.",F,F
,"Visual Key Event 13(non-visual): The artist reflects on their progress and sets goals for the future, aiming to improve their painting skills.",F,F
,"Visual Key Event 14(visual): The artist completes the painting, adding more patterns to the background and finishing the character.",T,T
,"Visual Key Event 15(visual): The artist completes the painting, adding more patterns to the background and finishing the character.",T,T
,"Visual Key Event 16(non-visual): The artist reflects on their process, identifying areas for improvement in their approach to color.",F,F
,"Visual Key Event 17(visual): The artist completes the painting, adding more patterns to the background and finishing the character.",T,T
,"Visual Key Event 18(non-visual): The artist reflects on their progress and sets goals for the future, aiming to improve their painting skills.",F,F
,"Visual Key Event 19(non-visual): The artist reflects on their progress and sets goals for the future, aiming to improve their painting skills.",F,F
,"Visual Key Event 20(non-visual): The artist reflects on their progress and sets goals for the future, aiming to improve their painting skills.",F,F
,"Visual Key Event 21(non-visual): The artist concludes the video, inviting viewers to join them on their creative journey and promising more painting videos in the future.",F,F
T95ZET6snSk.txt
,Visual Key Event 1(non-visual): The speaker explains the urgency of cleaning out the garden pond in preparation for the frog spawning season.,F,F
,"Visual Key Event 2(visual): The speaker describes the process of cleaning out the pond, removing the green gooey slime and other organic matter.",T,F
,Visual Key Event 3(non-visual): The speaker explains the importance of cleaning the pond to make it hospitable for wildlife.,F,F
,Visual Key Event 4(visual): The speaker plans to submerge barley straw in the pond to combat pond weed and scum.,T,F
,Visual Key Event 5(visual): The speaker removes dried vegetation from the pond to prevent it from decomposing and feeding the pond weed.,T,T
,Visual Key Event 6(visual): The speaker identifies two main types of pond weed in the pond and uses a garden rake to remove them.,T,T
,Visual Key Event 7(visual): The speaker bails out the water from the pond to capture as much of the duckweed as possible.,T,T
,Visual Key Event 8(non-visual): The speaker observes the bright green color of the water due to the presence of algae.,F,F
,Visual Key Event 9(visual): The speaker spots a tadpole from the previous year in the pond and decides to be careful while cleaning the pond.,T,T
,Visual Key Event 10(visual): The speaker refills the pond with water and continues to skim off the duckweed.,T,T
,Visual Key Event 11(visual): The speaker trims and cleans the marsh marigold plant in the pond.,T,T
,Visual Key Event 12(visual): The speaker spots a frog in the pond and is excited about the possibility of it laying eggs.,T,T
,Visual Key Event 13(visual): The speaker places the marsh marigold back in the pond.,T,T
,Visual Key Event 14(non-visual): The speaker expresses excitement about the cleaned pond and the possibility of seeing frog spawn soon.,F,F
3epRsvmx1ws.txt
